property_id,source_record_id,data_source,property_name,property_type,area_locality,city,area_type,size_sqft,bedrooms_bhk,bathrooms,floor,total_floors,furnishing_status,tenant_preferred,point_of_contact,monthly_rent,parking_available,property_age_years,posted_on,rent_per_sqft,estimated_annual_rent,property_age_bucket,amenity_parking,amenity_lift,amenity_gym,amenity_security,amenity_power_backup,amenity_air_conditioning,amenity_wifi,amenity_garden,amenity_count,property_type_data_source,parking_data_source,property_age_data_source
P00794,S03744,real_source,Property_00794,APARTMENT,Kodambakkam,Chennai,Super Area,1200,2,2,1,3,Semi-Furnished,Family,Contact Owner,28000,False,14,2022-05-20,23.33,336000,11-20,False,False,False,True,False,False,True,False,2,synthetic,synthetic,synthetic
P00795,S00901,real_source,Property_00795,APARTMENT,Borivali East,Mumbai,Carpet Area,700,2,2,4,15,Unfurnished,Bachelors/Family,Contact Agent,36000,False,21,2022-05-23,51.43,432000,21+,False,False,True,True,True,True,True,False,5,synthetic,synthetic,synthetic
P00796,S02039,real_source,Property_00796,APARTMENT,Kyalasanahalli,Bangalore,Super Area,1100,2,2,1,3,Unfurnished,Bachelors/Family,Contact Owner,14000,True,1,2022-06-29,12.73,168000,0-5,False,False,True,False,False,False,False,True,2,synthetic,synthetic,synthetic
P00797,S00009,real_source,Property_00797,APARTMENT,Natunhat,Kolkata,Carpet Area,1000,2,2,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,10000,True,8,2022-06-20,10.0,120000,6-10,False,False,False,False,True,False,True,False,2,synthetic,synthetic,synthetic
P00798,S00260,real_source,Property_00798,APARTMENT,"Kumarpara, Narendrapur",Kolkata,Super Area,1000,2,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,7000,True,12,2022-06-19,7.0,84000,11-20,False,False,True,False,False,True,False,False,2,synthetic,synthetic,synthetic
P00799,S01673,real_source,Property_00799,APARTMENT,Mahadevapura,Bangalore,Carpet Area,550,1,1,2,3,Semi-Furnished,Bachelors/Family,Contact Owner,11500,False,5,2022-06-20,20.91,138000,0-5,True,True,False,False,False,False,False,True,3,synthetic,synthetic,synthetic
P00800,S02219,real_source,Property_00800,APARTMENT,Hebbal,Bangalore,Carpet Area,1286,3,3,8,16,Semi-Furnished,Bachelors,Contact Agent,48000,False,9,2022-05-25,37.33,576000,6-10,False,False,False,True,False,False,True,False,2,synthetic,synthetic,synthetic
P00801,S02060,real_source,Property_00801,APARTMENT,"Abbiareddy Layout, Kaggadasapura",Bangalore,Super Area,1115,2,2,1,4,Semi-Furnished,Bachelors/Family,Contact Owner,22500,False,9,2022-06-20,20.18,270000,6-10,True,False,True,False,False,False,False,False,2,synthetic,synthetic,synthetic
P00802,S03713,real_source,Property_00802,VILLA,"Vengaivasal, Medavakkam",Chennai,Super Area,595,1,1,1,1,Semi-Furnished,Bachelors/Family,Contact Owner,6500,True,11,2022-05-30,10.92,78000,11-20,True,False,False,False,False,False,False,True,2,synthetic,synthetic,synthetic
P00803,S01619,real_source,Property_00803,APARTMENT,"Btm Layout Stage 2, BTM Layout",Bangalore,Super Area,800,2,2,2,4,Unfurnished,Bachelors/Family,Contact Owner,12000,False,10,2022-06-08,15.0,144000,6-10,True,False,False,False,False,False,False,True,2,synthetic,synthetic,synthetic
P00804,S00320,real_source,Property_00804,VILLA,"Anandapuri, Barrackpore",Kolkata,Super Area,600,2,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,5000,False,13,2022-05-05,8.33,60000,11-20,True,True,True,False,False,False,False,False,3,synthetic,synthetic,synthetic
P00805,S01342,real_source,Property_00805,PG,in Santacruz East,Mumbai,Super Area,385,1,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,21000,True,5,2022-07-07,54.55,252000,0-5,False,False,True,False,False,True,True,True,4,synthetic,synthetic,synthetic
P00806,S02376,real_source,Property_00806,APARTMENT,Hebbal Kempapura,Bangalore,Super Area,1800,2,2,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,18000,True,22,2022-05-10,10.0,216000,21+,False,True,True,False,True,False,False,False,3,synthetic,synthetic,synthetic
P00807,S02832,real_source,Property_00807,APARTMENT,Paschim Vihar Block A6,Delhi,Carpet Area,450,1,1,1,4,Semi-Furnished,Bachelors,Contact Agent,9300,False,21,2022-07-09,20.67,111600,21+,True,False,True,False,False,True,False,True,4,synthetic,synthetic,synthetic
P00808,S02824,real_source,Property_00808,PG,Pitampura,Delhi,Carpet Area,1800,3,2,2,4,Semi-Furnished,Bachelors,Contact Agent,31500,False,5,2022-06-24,17.5,378000,0-5,True,True,False,True,False,True,False,False,4,synthetic,synthetic,synthetic
P00809,S01994,real_source,Property_00809,APARTMENT,"Mallasandra, Jalahalli West",Bangalore,Carpet Area,805,2,2,5,6,Furnished,Bachelors/Family,Contact Owner,16000,False,18,2022-05-14,19.88,192000,11-20,True,False,False,True,True,True,True,False,5,synthetic,synthetic,synthetic
P00810,S02958,real_source,Property_00810,HOUSE,"East End Apartments, Ph. 1ext near new Ashok nagar",Delhi,Carpet Area,950,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,25000,True,13,2022-05-18,26.32,300000,11-20,False,False,False,False,False,False,True,False,1,synthetic,synthetic,synthetic
P00811,S02038,real_source,Property_00811,HOUSE,Ramachandrapuram Rajajinagar,Bangalore,Carpet Area,846,2,2,2,4,Semi-Furnished,Bachelors/Family,Contact Owner,22000,False,3,2022-06-30,26.0,264000,0-5,True,False,False,True,True,True,False,True,5,synthetic,synthetic,synthetic
P00812,S03490,real_source,Property_00812,APARTMENT,"Villivakkam, Jawaharlal Nehru Road",Chennai,Super Area,786,2,2,1,3,Furnished,Bachelors/Family,Contact Owner,13000,True,6,2022-05-20,16.54,156000,6-10,False,False,False,False,True,True,False,False,2,synthetic,synthetic,synthetic
P00813,S03677,real_source,Property_00813,APARTMENT,"Kattupakkam, PH Road",Chennai,Super Area,950,2,2,2,3,Semi-Furnished,Bachelors/Family,Contact Owner,9000,False,19,2022-07-06,9.47,108000,11-20,False,False,False,False,False,False,False,False,0,synthetic,synthetic,synthetic
P00814,S01118,real_source,Property_00814,PG,Ghatkopar West,Mumbai,Carpet Area,550,1,1,0,1,Unfurnished,Bachelors,Contact Agent,24000,True,8,2022-05-23,43.64,288000,6-10,True,True,False,False,True,True,False,True,5,synthetic,synthetic,synthetic
P00815,S01604,real_source,Property_00815,APARTMENT,K R Puram,Bangalore,Super Area,1200,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,10000,False,5,2022-06-20,8.33,120000,0-5,False,False,True,False,True,False,True,False,3,synthetic,synthetic,synthetic
P00816,S04027,real_source,Property_00816,APARTMENT,"Bolarum, Medchal Road",Hyderabad,Super Area,875,2,2,2,6,Unfurnished,Bachelors/Family,Contact Owner,17000,True,24,2022-05-06,19.43,204000,21+,True,False,False,False,False,True,True,True,4,synthetic,synthetic,synthetic
P00817,S00235,real_source,Property_00817,APARTMENT,"Silpara, Purba Barisha",Kolkata,Super Area,450,1,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,4500,False,13,2022-06-16,10.0,54000,11-20,False,False,False,False,True,True,False,False,2,synthetic,synthetic,synthetic
P00818,S01969,real_source,Property_00818,APARTMENT,J P Nagar,Bangalore,Super Area,1500,3,3,0,1,Furnished,Bachelors/Family,Contact Owner,22000,True,6,2022-06-20,14.67,264000,6-10,False,True,False,True,False,False,False,True,3,synthetic,synthetic,synthetic
P00819,S04429,real_source,Property_00819,VILLA,"Dilsukh Nagar, NH 9",Hyderabad,Super Area,1100,2,2,1,4,Unfurnished,Bachelors/Family,Contact Owner,15000,False,11,2022-06-14,13.64,180000,11-20,False,True,True,False,True,True,True,False,5,synthetic,synthetic,synthetic
P00820,S01908,real_source,Property_00820,APARTMENT,"Dodda Nekkundi Extension, Kartik Nagar, Outer Ring Road",Bangalore,Carpet Area,1480,3,2,7,14,Furnished,Family,Contact Agent,65000,False,2,2022-07-09,43.92,780000,0-5,False,False,False,False,True,True,True,False,3,synthetic,synthetic,synthetic
P00821,S00375,real_source,Property_00821,APARTMENT,Kestopur,Kolkata,Carpet Area,800,2,1,0,1,Unfurnished,Bachelors,Contact Owner,6200,False,3,2022-05-22,7.75,74400,0-5,True,True,False,False,False,False,False,True,3,synthetic,synthetic,synthetic
P00822,S03530,real_source,Property_00822,APARTMENT,"Egmore, PH Road",Chennai,Super Area,1000,3,3,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,30000,True,7,2022-05-06,30.0,360000,6-10,False,False,True,True,False,False,False,False,2,synthetic,synthetic,synthetic
P00823,S02635,real_source,Property_00823,PG,Ghitorni,Delhi,Super Area,360,1,1,1,2,Semi-Furnished,Bachelors/Family,Contact Owner,6000,True,3,2022-05-27,16.67,72000,0-5,True,False,False,False,True,False,True,False,3,synthetic,synthetic,synthetic
P00824,S01570,real_source,Property_00824,PG,Subramanyapura,Bangalore,Super Area,1430,3,2,3,4,Semi-Furnished,Bachelors/Family,Contact Owner,24000,True,5,2022-07-04,16.78,288000,0-5,False,False,True,True,False,False,False,False,2,synthetic,synthetic,synthetic
P00825,S02560,real_source,Property_00825,APARTMENT,"Qutub Vihar, Dwarka",Delhi,Super Area,400,1,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,6000,False,15,2022-06-08,15.0,72000,11-20,False,False,True,True,True,False,True,False,4,synthetic,synthetic,synthetic
P00826,S03391,real_source,Property_00826,PG,Thoraipakkam,Chennai,Super Area,450,1,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,8500,False,13,2022-05-21,18.89,102000,11-20,False,False,True,True,False,True,True,True,5,synthetic,synthetic,synthetic
P00827,S02965,real_source,Property_00827,APARTMENT,South Extension 1,Delhi,Carpet Area,200,3,2,2,3,Unfurnished,Bachelors/Family,Contact Owner,52000,False,10,2022-06-04,260.0,624000,6-10,False,True,True,True,False,False,False,False,3,synthetic,synthetic,synthetic
P00828,S03643,real_source,Property_00828,HOUSE,Thoraipakkam,Chennai,Carpet Area,800,2,2,1,4,Semi-Furnished,Bachelors/Family,Contact Agent,19000,False,17,2022-06-02,23.75,228000,11-20,True,False,False,False,True,True,False,True,4,synthetic,synthetic,synthetic
P00829,S03850,real_source,Property_00829,APARTMENT,Keelkattalai,Chennai,Carpet Area,700,2,3,1,2,Unfurnished,Bachelors/Family,Contact Owner,9000,True,2,2022-05-10,12.86,108000,0-5,True,False,True,False,True,False,True,True,5,synthetic,synthetic,synthetic
P00830,S00872,real_source,Property_00830,PG,Pant Nagar,Mumbai,Carpet Area,400,2,1,3,3,Furnished,Bachelors/Family,Contact Owner,20000,True,4,2022-06-23,50.0,240000,0-5,True,False,True,True,False,False,True,True,5,synthetic,synthetic,synthetic
P00831,S01252,real_source,Property_00831,APARTMENT,"Godrej The Trees, Vikhroli East",Mumbai,Carpet Area,470,1,2,6,7,Semi-Furnished,Bachelors/Family,Contact Agent,52000,True,18,2022-06-12,110.64,624000,11-20,False,True,False,False,True,True,False,True,4,synthetic,synthetic,synthetic
P00832,S01314,real_source,Property_00832,PG,"Raheja Heights, BMC Colony Malad East",Mumbai,Carpet Area,820,2,2,7,28,Semi-Furnished,Bachelors/Family,Contact Agent,50000,True,11,2022-05-31,60.98,600000,11-20,False,False,False,False,True,False,True,False,2,synthetic,synthetic,synthetic
P00833,S02898,real_source,Property_00833,HOUSE,"Chhattarpur Enclave Phase1, Chhattarpur",Delhi,Carpet Area,450,1,1,2,4,Unfurnished,Bachelors/Family,Contact Agent,10000,True,17,2022-05-18,22.22,120000,11-20,False,False,True,False,True,True,False,False,3,synthetic,synthetic,synthetic
P00834,S00077,real_source,Property_00834,APARTMENT,"Dum Dum Heights, Jessore Road",Kolkata,Carpet Area,450,1,1,2,4,Semi-Furnished,Bachelors/Family,Contact Owner,5000,False,22,2022-06-25,11.11,60000,21+,True,False,False,False,False,False,False,True,2,synthetic,synthetic,synthetic
P00835,S02621,real_source,Property_00835,PG,Sarita Vihar Pocket M,Delhi,Carpet Area,450,1,1,3,4,Unfurnished,Bachelors,Contact Agent,8500,True,12,2022-05-17,18.89,102000,11-20,False,False,True,True,False,False,True,True,4,synthetic,synthetic,synthetic
P00836,S04227,real_source,Property_00836,APARTMENT,"Somajiguda, NH 9",Hyderabad,Super Area,1000,2,2,4,5,Semi-Furnished,Bachelors/Family,Contact Owner,15000,True,18,2022-06-01,15.0,180000,11-20,False,True,True,False,True,False,True,True,5,synthetic,synthetic,synthetic
P00837,S00600,real_source,Property_00837,APARTMENT,"Anant Bhoomi, Mahavir Nagar",Mumbai,Carpet Area,1600,4,4,9,29,Unfurnished,Family,Contact Agent,120000,True,14,2022-07-09,75.0,1440000,11-20,True,True,True,False,False,False,False,False,3,synthetic,synthetic,synthetic
P00838,S01065,real_source,Property_00838,APARTMENT,"Adani Western Heights, 4 Bunglows",Mumbai,Carpet Area,1250,3,3,12,29,Semi-Furnished,Family,Contact Agent,130000,True,22,2022-07-06,104.0,1560000,21+,True,False,False,True,True,True,True,False,5,synthetic,synthetic,synthetic
P00839,S02136,real_source,Property_00839,PG,Mahadevapura,Bangalore,Super Area,600,1,1,2,4,Unfurnished,Bachelors/Family,Contact Owner,8000,False,2,2022-07-04,13.33,96000,0-5,False,False,False,True,True,True,False,True,4,synthetic,synthetic,synthetic
P00840,S02449,real_source,Property_00840,HOUSE,Rohini Sector 11,Delhi,Super Area,200,1,1,1,2,Semi-Furnished,Bachelors/Family,Contact Owner,12000,True,21,2022-07-03,60.0,144000,21+,True,False,True,True,False,False,True,False,4,synthetic,synthetic,synthetic
P00841,S02343,real_source,Property_00841,HOUSE,Koramangala Block 4,Bangalore,Carpet Area,1788,3,3,0,1,Semi-Furnished,Family,Contact Agent,55000,True,14,2022-06-12,30.76,660000,11-20,True,False,True,False,False,False,False,False,2,synthetic,synthetic,synthetic
P00842,S01863,real_source,Property_00842,APARTMENT,"Bhel Township- Malleshwaram, Malleshwaram",Bangalore,Carpet Area,1250,3,3,3,5,Semi-Furnished,Bachelors/Family,Contact Agent,50000,True,6,2022-07-06,40.0,600000,6-10,True,True,False,True,True,False,False,False,4,synthetic,synthetic,synthetic
P00843,S01318,real_source,Property_00843,APARTMENT,Collector Colony,Mumbai,Carpet Area,700,2,2,11,15,Unfurnished,Bachelors/Family,Contact Agent,40000,True,24,2022-06-30,57.14,480000,21+,False,True,False,False,True,True,False,False,3,synthetic,synthetic,synthetic
P00844,S04711,real_source,Property_00844,APARTMENT,"Manikonda, Outer Ring Road",Hyderabad,Super Area,1450,3,2,4,4,Semi-Furnished,Bachelors/Family,Contact Owner,26000,False,21,2022-07-09,17.93,312000,21+,True,True,False,True,False,True,False,False,4,synthetic,synthetic,synthetic
P00845,S03597,real_source,Property_00845,PG,T Nagar,Chennai,Super Area,520,1,1,2,4,Semi-Furnished,Bachelors/Family,Contact Owner,18000,False,3,2022-07-08,34.62,216000,0-5,False,False,True,False,True,True,False,True,4,synthetic,synthetic,synthetic
P00846,S03762,real_source,Property_00846,HOUSE,Vadapalani,Chennai,Super Area,1680,3,3,1,16,Semi-Furnished,Family,Contact Agent,37500,True,22,2022-05-19,22.32,450000,21+,False,True,True,False,True,True,True,True,6,synthetic,synthetic,synthetic
P00847,S04670,real_source,Property_00847,APARTMENT,Jubilee Hills,Hyderabad,Carpet Area,2700,3,3,2,5,Semi-Furnished,Bachelors/Family,Contact Agent,65000,True,1,2022-07-06,24.07,780000,0-5,False,False,False,False,False,True,False,True,2,synthetic,synthetic,synthetic
P00848,S02190,real_source,Property_00848,APARTMENT,Kodigehalli,Bangalore,Super Area,1600,2,3,0,1,Furnished,Bachelors/Family,Contact Owner,22000,True,20,2022-05-10,13.75,264000,11-20,False,False,True,True,True,False,True,True,5,synthetic,synthetic,synthetic
P00849,S00992,real_source,Property_00849,APARTMENT,"Transcon Triumph, Lokhandwala Complex",Mumbai,Carpet Area,1350,3,3,18,32,Semi-Furnished,Bachelors/Family,Contact Agent,150000,False,14,2022-06-20,111.11,1800000,11-20,True,True,True,False,False,False,True,False,4,synthetic,synthetic,synthetic
P00850,S02712,real_source,Property_00850,HOUSE,Ramesh Nagar,Delhi,Super Area,550,1,1,2,4,Semi-Furnished,Bachelors/Family,Contact Owner,17000,False,11,2022-05-05,30.91,204000,11-20,False,False,False,False,False,True,True,False,2,synthetic,synthetic,synthetic
P00851,S02192,real_source,Property_00851,APARTMENT,Btm Layout Stage 4,Bangalore,Super Area,570,2,2,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,12500,False,15,2022-06-06,21.93,150000,11-20,True,True,False,False,True,False,False,True,4,synthetic,synthetic,synthetic
P00852,S01248,real_source,Property_00852,PG,"Samarth Srishti, Bhandup West",Mumbai,Carpet Area,434,1,2,5,22,Semi-Furnished,Bachelors/Family,Contact Agent,26000,False,6,2022-07-06,59.91,312000,6-10,True,True,True,True,False,True,False,False,5,synthetic,synthetic,synthetic
P00853,S03054,real_source,Property_00853,HOUSE,Abiramapuram,Chennai,Carpet Area,800,2,2,1,4,Unfurnished,Bachelors/Family,Contact Agent,33000,False,28,2022-06-17,41.25,396000,21+,False,True,False,True,False,True,True,True,5,synthetic,synthetic,synthetic
P00854,S04598,real_source,Property_00854,APARTMENT,"Narsingi, Outer Ring Road",Hyderabad,Super Area,1834,3,3,12,30,Semi-Furnished,Bachelors/Family,Contact Agent,44000,True,14,2022-06-29,23.99,528000,11-20,True,True,False,True,True,False,False,False,4,synthetic,synthetic,synthetic
P00855,S04033,real_source,Property_00855,PG,Anupuram Colony,Hyderabad,Super Area,1080,2,2,3,4,Semi-Furnished,Bachelors/Family,Contact Owner,15000,True,4,2022-06-25,13.89,180000,0-5,True,True,True,False,False,False,False,True,4,synthetic,synthetic,synthetic
P00856,S01997,real_source,Property_00856,APARTMENT,Mylasandra,Bangalore,Super Area,1350,3,3,14,14,Furnished,Bachelors/Family,Contact Owner,30000,True,2,2022-05-05,22.22,360000,0-5,False,True,False,False,True,False,False,False,2,synthetic,synthetic,synthetic
P00857,S03687,real_source,Property_00857,APARTMENT,Vadapalani,Chennai,Carpet Area,1050,2,2,11,12,Semi-Furnished,Family,Contact Agent,23000,True,19,2022-05-19,21.9,276000,11-20,False,True,True,False,False,False,True,False,3,synthetic,synthetic,synthetic
P00858,S02151,real_source,Property_00858,APARTMENT,Hennur Main Road,Bangalore,Carpet Area,1550,3,3,1,13,Semi-Furnished,Bachelors/Family,Contact Agent,39000,True,16,2022-07-07,25.16,468000,11-20,False,False,False,True,False,False,False,True,2,synthetic,synthetic,synthetic
P00859,S04018,real_source,Property_00859,HOUSE,Kondapur,Hyderabad,Carpet Area,1496,3,2,10,15,Semi-Furnished,Bachelors,Contact Agent,38000,True,13,2022-07-06,25.4,456000,11-20,True,False,False,False,False,True,True,True,4,synthetic,synthetic,synthetic
P00860,S03110,real_source,Property_00860,VILLA,Mathur,Chennai,Carpet Area,1600,3,3,0,1,Furnished,Bachelors/Family,Contact Owner,14000,True,15,2022-06-27,8.75,168000,11-20,False,False,False,False,True,False,False,False,1,synthetic,synthetic,synthetic
P00861,S01970,real_source,Property_00861,PG,Rajajinagar,Bangalore,Super Area,600,1,1,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,10000,False,15,2022-06-20,16.67,120000,11-20,True,True,True,False,False,False,False,True,4,synthetic,synthetic,synthetic
P00862,S00197,real_source,Property_00862,PG,"Biren Roy Road (W) Chowrashtra Behala, Raja Rammohan Roy Road",Kolkata,Super Area,1500,3,2,1,2,Unfurnished,Family,Contact Owner,15000,True,4,2022-06-07,10.0,180000,0-5,False,False,True,True,True,False,True,False,4,synthetic,synthetic,synthetic
P00863,S02626,real_source,Property_00863,HOUSE,Janakpuri,Delhi,Super Area,200,2,1,3,4,Unfurnished,Bachelors/Family,Contact Owner,14000,False,27,2022-04-29,70.0,168000,21+,True,False,False,False,True,False,False,False,2,synthetic,synthetic,synthetic
P00864,S01202,real_source,Property_00864,VILLA,Bandra West,Mumbai,Carpet Area,1800,3,4,11,11,Furnished,Bachelors/Family,Contact Agent,300000,True,5,2022-06-22,166.67,3600000,0-5,False,True,False,False,False,True,True,True,4,synthetic,synthetic,synthetic
P00865,S02035,real_source,Property_00865,APARTMENT,Hsr Layout,Bangalore,Carpet Area,1200,2,2,4,4,Semi-Furnished,Bachelors/Family,Contact Agent,25000,False,8,2022-07-06,20.83,300000,6-10,False,True,False,True,True,False,True,False,4,synthetic,synthetic,synthetic
